|Run	$Params	|Epoch	|Trial	$TrialName	#SSE	#AvgSSE	#Err	#CosDiff	"#EnviroFeatures_Act[2:0,0]<2:1,8>"	"#EnviroFeatures_Act[2:0,1]"	"#EnviroFeatures_Act[2:0,2]"	"#EnviroFeatures_Act[2:0,3]"	"#EnviroFeatures_Act[2:0,4]"	"#EnviroFeatures_Act[2:0,5]"	"#EnviroFeatures_Act[2:0,6]"	"#EnviroFeatures_Act[2:0,7]"	"#InteroState_Act[2:0,0]<2:1,8>"	"#InteroState_Act[2:0,1]"	"#InteroState_Act[2:0,2]"	"#InteroState_Act[2:0,3]"	"#InteroState_Act[2:0,4]"	"#InteroState_Act[2:0,5]"	"#InteroState_Act[2:0,6]"	"#InteroState_Act[2:0,7]"	"#MBApp_Act[2:0,0]<2:1,5>"	"#MBApp_Act[2:0,1]"	"#MBApp_Act[2:0,2]"	"#MBApp_Act[2:0,3]"	"#MBApp_Act[2:0,4]"	"#MBAv_Act[2:0,0]<2:1,3>"	"#MBAv_Act[2:0,1]"	"#MBAv_Act[2:0,2]"	"#Cost_Act[2:0,0]<2:1,16>"	"#Cost_Act[2:0,1]"	"#Cost_Act[2:0,2]"	"#Cost_Act[2:0,3]"	"#Cost_Act[2:0,4]"	"#Cost_Act[2:0,5]"	"#Cost_Act[2:0,6]"	"#Cost_Act[2:0,7]"	"#Cost_Act[2:0,8]"	"#Cost_Act[2:0,9]"	"#Cost_Act[2:0,10]"	"#Cost_Act[2:0,11]"	"#Cost_Act[2:0,12]"	"#Cost_Act[2:0,13]"	"#Cost_Act[2:0,14]"	"#Cost_Act[2:0,15]"	"#DyDA_Act[2:0,0]<2:1,1>"	"#Approach_Act[2:0,0]<2:1,5>"	"#Approach_Act[2:0,1]"	"#Approach_Act[2:0,2]"	"#Approach_Act[2:0,3]"	"#Approach_Act[2:0,4]"	"#Approach_ActM[2:0,0]<2:1,5>"	"#Approach_ActM[2:0,1]"	"#Approach_ActM[2:0,2]"	"#Approach_ActM[2:0,3]"	"#Approach_ActM[2:0,4]"	"#Avoidance_Act[2:0,0]<2:1,3>"	"#Avoidance_Act[2:0,1]"	"#Avoidance_Act[2:0,2]"	"#Avoidance_ActM[2:0,0]<2:1,3>"	"#Avoidance_ActM[2:0,1]"	"#Avoidance_ActM[2:0,2]"	"#Behavior_Act[2:0,0]<2:1,16>"	"#Behavior_Act[2:0,1]"	"#Behavior_Act[2:0,2]"	"#Behavior_Act[2:0,3]"	"#Behavior_Act[2:0,4]"	"#Behavior_Act[2:0,5]"	"#Behavior_Act[2:0,6]"	"#Behavior_Act[2:0,7]"	"#Behavior_Act[2:0,8]"	"#Behavior_Act[2:0,9]"	"#Behavior_Act[2:0,10]"	"#Behavior_Act[2:0,11]"	"#Behavior_Act[2:0,12]"	"#Behavior_Act[2:0,13]"	"#Behavior_Act[2:0,14]"	"#Behavior_Act[2:0,15]"	"#Behavior_ActM[2:0,0]<2:1,16>"	"#Behavior_ActM[2:0,1]"	"#Behavior_ActM[2:0,2]"	"#Behavior_ActM[2:0,3]"	"#Behavior_ActM[2:0,4]"	"#Behavior_ActM[2:0,5]"	"#Behavior_ActM[2:0,6]"	"#Behavior_ActM[2:0,7]"	"#Behavior_ActM[2:0,8]"	"#Behavior_ActM[2:0,9]"	"#Behavior_ActM[2:0,10]"	"#Behavior_ActM[2:0,11]"	"#Behavior_ActM[2:0,12]"	"#Behavior_ActM[2:0,13]"	"#Behavior_ActM[2:0,14]"	"#Behavior_ActM[2:0,15]"
0	Base	400	119		0.9855	0.06159	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.3	0.2	0.3	0.2	0.3	0.2	0.3	0.2	0.3	0.2	0.3	0.2	0.3	0.2	0.3	0.2	0.1	0	0	0	0	0	0.07125	0.07405	0.07331	0.05504	0.05234	0	0	0	1.25E-05	0.0001221	0.9677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44E-14	1.94E-07	6.50E-08	1.70E-10	4.97E-10	3.99E-15	7.52E-13	3.09E-10	2.01E-08	7.37E-06	4.96E-18	1.43E-09	9.67E-16	2.89E-09	1.02E-16	0.9927
0	Base	400	120		0.9875	0.06172	1	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	0.8989	9.86E-17	3.70E-17	1.34E-16	2.53E-16	0	0	0	8.52E-08	4.48E-08	0.08968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65E-14	0.9937	4.94E-06	3.15E-17	1.93E-17	0.008234	5.71E-14	1.59E-05	8.41E-21	0.000151	3.89E-08	1.31E-17	1.51E-13	1.78E-07	7.74E-09	3.94E-13
0	Base	400	121		0.9867	0.06167	1	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	1.10E-13	0.9038	2.70E-14	8.34E-16	2.70E-15	0	0	0	5.87E-06	0.0003894	1.91E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02E-09	3.76E-09	1.34E-14	0.9933	3.88E-11	1.39E-13	3.58E-17	2.77E-05	2.33E-11	1.23E-08	3.70E-11	1.16E-10	1.05E-11	1.63E-14	5.18E-11	6.03E-08
0	Base	400	122		0.9889	0.0618	1	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	4.55E-15	1.04E-13	0.9265	8.32E-13	1.83E-13	0	0	0	0.01525	3.36E-07	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-20	0.01143	2.47E-15	6.47E-08	3.24E-15	0.9944	2.11E-20	6.68E-08	6.15E-13	8.76E-08	0.0004413	4.97E-15	5.44E-09	4.17E-16	4.12E-09	1.56E-06
0	Base	400	123		0.9897	0.06185	1	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	2.37E-14	4.01E-11	8.98E-14	0.9275	1.07E-12	0	0	0	0.05055	3.51E-09	7.56E-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-10	2.76E-11	3.73E-12	2.72E-12	3.08E-07	2.16E-07	1.02E-16	0.9948	5.75E-16	1.18E-06	0.0004604	2.50E-17	6.07E-16	7.94E-09	1.89E-16	1.33E-07
0	Base	400	124		0.9902	0.06189	1	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	1.67E-12	1.12E-15	1.45E-19	4.19E-08	0.8835	0	0	0	0.000397	2.50E-10	0.1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37E-13	4.82E-06	1.59E-12	9.49E-08	9.07E-14	1.20E-09	6.57E-11	7.69E-10	3.60E-10	0.9951	1.90E-17	0.001633	1.11E-11	1.26E-14	2.01E-12	2.53E-06
0	Base	400	125		0.9867	0.06167	1	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	2.07E-07	0.1103	0.1043	0.1724	0.1559	0	0	0	0.964	0.0003327	8.72E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009006	3.81E-20	6.32E-07	2.82E-08	1.55E-09	3.82E-12	2.05E-10	1.93E-09	3.02E-21	0.003314	5.85E-13	0.9933	0.0002882	1.06E-19	1.05E-14	1.73E-09
0	Base	400	126		0.9801	0.06126	1	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	0.003885	0.5118	0.002338	3.49E-05	0.0001116	0	0	0	4.89E-06	0.9772	3.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81E-06	2.97E-12	3.89E-10	0.000234	4.85E-10	3.01E-10	1.17E-14	1.95E-15	8.06E-19	2.45E-11	1.49E-14	5.78E-05	0.99	6.44E-11	3.69E-09	2.07E-07
0	Base	400	127		0.9865	0.06165	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.4	0.1	0.1	0	0	0	0	0	0.1191	0.1444	0.1477	0.02023	6.83E-09	0	0	0	1.94E-05	0.0002032	0.9695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07E-15	7.60E-06	1.68E-08	1.54E-09	1.69E-10	1.20E-13	3.27E-13	2.99E-09	5.68E-09	7.68E-05	4.42E-18	6.55E-09	3.02E-16	2.10E-08	2.54E-17	0.9932
0	Base	400	128		0.9867	0.06167	1	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	0.8995	9.86E-17	3.69E-17	1.33E-16	2.51E-16	0	0	0	8.36E-08	4.26E-08	0.08977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03E-10	0.9933	5.52E-06	4.01E-18	6.49E-15	0.005754	6.02E-14	1.50E-06	1.05E-20	1.47E-05	3.96E-08	5.23E-16	3.59E-12	1.81E-08	7.97E-09	4.82E-14
0	Base	400	129		0.9857	0.06161	1	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	1.10E-13	0.9038	2.70E-14	8.34E-16	2.70E-15	0	0	0	5.92E-06	0.0003891	1.95E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07E-09	4.10E-10	1.90E-13	0.9928	3.85E-11	1.68E-14	3.61E-17	2.78E-06	2.35E-11	1.33E-09	3.66E-11	1.33E-11	1.04E-11	5.05E-15	5.23E-11	6.37E-09
0	Base	400	130		0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	6.16E-15	1.05E-13	0.9325	8.32E-13	1.82E-13	0	0	0	0.02127	1.25E-07	0.009826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-11	2.76E-05	4.59E-15	0.004178	0.0001233	0.01915	6.83E-16	0.004552	1.91E-10	0.002884	9.39E-08	1.89E-08	4.48E-07	1.51E-11	8.91E-07	9.12E-07
0	Base	400	131		0.9891	0.06182	1	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	2.37E-14	4.01E-11	8.98E-14	0.9275	1.06E-12	0	0	0	0.05008	3.62E-09	7.73E-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05E-10	3.64E-12	3.74E-12	3.61E-13	3.17E-07	2.56E-08	3.21E-15	0.9945	5.75E-16	1.43E-07	0.0004381	4.92E-18	6.24E-16	9.75E-10	2.22E-16	1.61E-08
0	Base	400	132		0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	2.68E-13	1.14E-15	1.44E-19	4.55E-08	0.8935	0	0	0	4.23E-07	1.51E-12	0.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-09	0.0009904	2.66E-10	1.04E-07	2.82E-12	5.08E-08	1.60E-10	6.24E-06	0.01578	0.009462	2.78E-09	4.18E-08	2.46E-10	1.76E-09	5.87E-10	0.02267
0	Base	400	133		0.9778	0.06112	1	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	2.40E-06	5.03E-05	1.50E-05	0.5337	0.002926	0	0	0	0.9723	1.93E-05	1.70E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-14	1.41E-10	2.31E-12	1.76E-08	1.91E-13	0.004447	1.77E-16	0.009982	1.90E-13	5.70E-10	0.9889	1.15E-10	1.36E-14	2.13E-12	4.63E-13	1.92E-10
0	Base	400	134		0.9802	0.06126	1	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	0.003922	0.5115	0.002363	3.52E-05	0.0001129	0	0	0	4.85E-06	0.9772	2.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84E-06	4.39E-13	3.83E-10	3.00E-05	4.88E-10	4.42E-11	1.35E-14	3.14E-16	8.01E-19	3.62E-12	1.44E-14	7.81E-06	0.99	2.31E-11	3.70E-09	2.79E-08
0	Base	400	135		0.9855	0.06159	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.4	0.2	0.1	0	0	0	0	0	0.07127	0.074	0.07327	0.05525	0.05254	0	0	0	1.25E-05	0.0001216	0.9677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57E-15	1.95E-07	2.13E-08	1.69E-10	1.69E-10	3.98E-15	2.61E-13	3.08E-10	6.60E-09	7.40E-06	1.84E-18	1.44E-09	3.45E-16	2.90E-09	2.91E-17	0.9927
0	Base	400	136		0.9875	0.06172	1	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	0.8989	9.86E-17	3.70E-17	1.34E-16	2.53E-16	0	0	0	8.52E-08	4.48E-08	0.08968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33E-14	0.9937	1.54E-06	3.15E-17	6.86E-18	0.008234	1.96E-14	1.59E-05	3.18E-21	0.000151	1.24E-08	1.31E-17	5.12E-14	1.78E-07	2.49E-09	3.94E-13
0	Base	400	137		0.9867	0.06167	1	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	1.10E-13	0.9038	2.70E-14	8.34E-16	2.70E-15	0	0	0	5.87E-06	0.0003894	1.91E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07E-09	3.76E-09	4.04E-15	0.9933	1.36E-11	1.39E-13	1.36E-17	2.77E-05	8.22E-12	1.23E-08	1.30E-11	1.16E-10	3.70E-12	1.63E-14	1.82E-11	6.03E-08
0	Base	400	138		0.9889	0.0618	1	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	4.55E-15	1.04E-13	0.9265	8.32E-13	1.83E-13	0	0	0	0.01525	3.36E-07	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49E-20	0.01147	8.87E-16	6.48E-08	1.04E-15	0.9944	8.14E-21	6.69E-08	2.14E-13	8.78E-08	0.0001393	4.98E-15	1.81E-09	4.17E-16	1.37E-09	1.56E-06
0	Base	400	139		0.9897	0.06185	1	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	2.37E-14	4.01E-11	8.98E-14	0.9275	1.07E-12	0	0	0	0.05055	3.51E-09	7.56E-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86E-10	2.77E-11	1.42E-12	2.73E-12	1.11E-07	2.17E-07	3.50E-17	0.9948	2.29E-16	1.18E-06	0.0001615	2.51E-17	2.41E-16	7.95E-09	7.52E-17	1.33E-07
0	Base	400	140		0.9902	0.06189	1	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	1.73E-12	1.13E-15	1.45E-19	4.09E-08	0.8838	0	0	0	0.0003805	2.42E-10	0.1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-13	4.81E-06	5.53E-13	9.48E-08	3.21E-14	1.20E-09	2.25E-11	7.68E-10	1.88E-10	0.9951	6.30E-18	0.001633	3.84E-12	1.26E-14	6.99E-13	2.53E-06
0	Base	400	141		0.9863	0.06165	1	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	4.56E-07	0.1648	0.1595	0.2537	0.2241	0	0	0	0.9645	0.0003658	9.30E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317	3.79E-20	2.50E-07	2.51E-08	5.13E-10	6.02E-12	6.73E-11	2.07E-09	1.23E-21	0.004226	1.85E-13	0.9931	8.18E-05	1.01E-19	4.83E-15	1.76E-09
0	Base	400	142		0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	0.0001711	0.5328	0.0001979	5.73E-06	2.77E-05	0	0	0	1.67E-06	0.9746	9.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50E-06	4.51E-06	0.001059	1.91E-06	1.79E-10	1.61E-06	3.18E-11	9.93E-12	8.64E-13	1.46E-10	2.46E-09	0.0001793	0.01014	0.001173	6.56E-08	0.009898
0	Base	400	143		0.9863	0.06164	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.5	0.1	0.1	0	0	0	0	0	0.151	0.17	0.1759	0.04304	7.78E-09	0	0	0	2.01E-05	0.0002095	0.9697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-15	5.94E-06	4.20E-09	1.78E-09	7.23E-11	8.85E-14	1.57E-13	2.36E-09	1.86E-09	8.72E-05	1.81E-18	5.73E-09	1.02E-16	2.26E-08	7.50E-18	0.9931
0	Base	400	144		0.9867	0.06167	1	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	0.8995	9.86E-17	3.69E-17	1.33E-16	2.51E-16	0	0	0	8.34E-08	4.25E-08	0.08978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28E-10	0.9933	1.71E-06	4.00E-18	2.15E-15	0.00576	2.08E-14	1.50E-06	3.99E-21	1.43E-05	1.30E-08	5.33E-16	1.17E-12	1.80E-08	2.58E-09	4.84E-14
0	Base	400	145		0.9857	0.06161	1	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	1.10E-13	0.9038	2.70E-14	8.34E-16	2.70E-15	0	0	0	5.92E-06	0.0003891	1.95E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08E-09	4.10E-10	5.89E-14	0.9928	1.35E-11	1.68E-14	1.37E-17	2.78E-06	8.29E-12	1.33E-09	1.29E-11	1.33E-11	3.67E-12	5.06E-15	1.83E-11	6.37E-09
0	Base	400	146		0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	6.16E-15	1.05E-13	0.9325	8.32E-13	1.82E-13	0	0	0	0.02127	1.25E-07	0.009826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-11	2.76E-05	1.73E-15	0.004179	4.14E-05	0.01919	2.60E-16	0.004553	6.82E-11	0.002885	3.25E-08	1.89E-08	1.54E-07	1.51E-11	3.06E-07	9.12E-07
0	Base	400	147		0.9891	0.06182	1	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	2.37E-14	4.01E-11	8.98E-14	0.9275	1.06E-12	0	0	0	0.05008	3.62E-09	7.73E-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87E-10	3.65E-12	1.42E-12	3.62E-13	1.15E-07	2.57E-08	1.09E-15	0.9945	2.28E-16	1.43E-07	0.0001535	4.93E-18	2.48E-16	9.77E-10	8.62E-17	1.61E-08
0	Base	400	148		0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	2.68E-13	1.14E-15	1.44E-19	4.55E-08	0.8935	0	0	0	4.23E-07	1.51E-12	0.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87E-10	0.0009731	8.42E-11	1.02E-07	9.21E-13	4.97E-08	5.11E-11	6.16E-06	0.01457	0.01458	8.77E-10	4.09E-08	7.82E-11	1.72E-09	1.86E-10	0.02571
0	Base	400	149		0.9765	0.06103	1	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	2.36E-06	4.93E-05	1.50E-05	0.5338	0.002887	0	0	0	0.9723	1.99E-05	1.74E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76E-15	1.41E-10	9.55E-13	1.79E-08	8.15E-14	0.004548	7.80E-17	0.04069	8.04E-14	6.06E-10	0.9882	1.43E-10	5.70E-15	2.13E-12	1.84E-13	1.88E-10
0	Base	400	150		0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	0.0001711	0.5328	0.0001979	5.73E-06	2.77E-05	0	0	0	1.67E-06	0.9746	9.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59E-06	4.89E-07	0.001124	2.09E-07	1.89E-10	1.77E-07	3.37E-11	1.22E-12	9.13E-13	1.75E-11	2.61E-09	1.88E-05	0.01084	0.0001213	6.95E-08	0.001277
0	Base	400	151		0.9855	0.06159	1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.5	0.2	0.1	0	0	0	0	0	0.07126	0.07403	0.0733	0.05512	0.05241	0	0	0	1.25E-05	0.0001219	0.9677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09E-15	1.95E-07	7.09E-09	1.70E-10	5.82E-11	3.99E-15	9.26E-14	3.09E-10	2.22E-09	7.39E-06	7.01E-19	1.43E-09	1.27E-16	2.90E-09	8.69E-18	0.9927
0	Base	400	152		0.9839	0.06149	1	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.7653	6.63E-22	3.04E-23	3.66E-21	3.39E-21	0	0	0	1.65E-09	0.0001495	0.2378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9919	1.73E-10	6.25E-10	6.78E-16	2.19E-06	4.60E-15	5.06E-10	0.001932	1.03E-14	9.21E-09	1.09E-11	2.37E-05	0.009629	6.57E-11	8.80E-16	1.20E-09
0	Base	400	153		0.9869	0.06168	1	0	0	0.8	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	2.96E-17	0.7488	3.62E-19	4.11E-21	1.70E-20	0	0	0	5.36E-08	0.2138	9.88E-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42E-07	3.23E-09	5.02E-10	0.9934	6.38E-09	2.80E-13	1.59E-15	2.08E-05	1.01E-09	1.52E-08	1.29E-08	2.32E-11	1.12E-09	5.16E-13	6.48E-09	3.77E-08
